wiki_text,groundtruth
" At the time of its split, [ORG]'s assets included the CBS and UPN broadcast networks, the Paramount Pictures film and television studio, local radio station operator CBS Radio, cable channels such as MTV, Nickelodeon, Comedy Central, BET and Showtime, outdoor media operator Viacom Outdoor, television production and distribution firm King World Productions, and book publisher Simon & Schuster. It also owned its IP holding subsidiary [ORG].   ",['Media']
"[ORG] is an American company that operates online travel agencies, comparison shopping websites, and mobile apps with user-generated content.[1]   ",['Media']
"[ORG] is an internet company headquartered in Inage, Chiba City, Chiba Prefecture. It is a consolidated subsidiary of LINE Yahoo (Softbank Group). The company operates services such as one of Japan's largest fashion e-commerce sites ""ZOZOTOWN,"" a fashion coordination app ""WEAR,"" and a second-hand clothing buyback service ""ZOZOUSED."" As of 2023, the number of active members exceeds 10 million.",['Retail & Distribution']
"[ORG] provides professional recruiting, staffing, consulting and business services to various industries in the United States, Canada, the United Kingdom, Europe, Australia and Asia.[3] For 2009, it ranked 839th on the Fortune 1000 Currently, ranked as a Fortune 500 as 441.[4] Formerly MPS Group Inc., its brands are a subsidiary of the Swiss firm Adecco Group.   ",['Services']
" [ORG] is an antivirus and online security program developed by Trend Micro for the consumer market. According to NSS Lab comparative analysis of software products for this market in 2014, Trend Micro Internet Security was fastest in responding to new internet threats.[1]  ","['Software', 'Cybersecurity']"
" [ORG]. It produces liquid crystal display (LCD) monitors and LED display panels. It was previously an [ORG] (株式会社イーヤマ, Kabushikigaisha īyama) with its headquarters in Chiyoda-ku, Tokyo. Iiyama was founded in 1972 by Kazuro Katsuyama, named after the city of Iiyama in Nagano Prefecture, Japan. The company was bought in January 2006 [ORG], [ORG]. The headquarters of iiyama was moved to Europe in October 2008. The CEO since January 2006 has been Takeichi Shinji.   ",['Technological Hardware']
"[ORG] is a Dutch company that produces satellite navigation systems for cars, trucks, buses, motorcycles, handheld devices, and smartphones.",['Technological Hardware']
" [ORG] is a technology subsidiary of [ORG] located in Manhattan, New York City.[4] It was established in 2015 as a spin-off of MLB Advanced Media—the digital media arm of Major League Baseball, focused on providing Video on Demand technology, particularly for Over-the-top media service (OTT) services. The company's major clients include ESPN (for its ESPN+ and ESPN3 services), the National Hockey League, and Blaze Media.   ",['Media']
"[ORG] is a Japanese company that operates McDonald's in Japan, unique to the American McDonald's.",['Hotels & Food & Leisure']
"[ORG] is a company based in Chiyoda, Tokyo, that operates a chain of music CD and record stores primarily in the metropolitan area. It is also a record label with its own unique label.","['Media', 'Retail & Distribution']"
[ORG] is a comprehensive video equipment manufacturer based in Australia.,['Technological Hardware']
"[ORG] is a public research university in Malaysia. Located on the outskirts of Kuala Lumpur, it is the oldest and highest-ranking higher education institution in Malaysia according to two international ranking agencies, and it is also the only university in post-independence Malaya. This university has produced five Prime Ministers of Malaysia, as well as other prominent figures in politics, business, and culture in the country.",['Education']
[ORG]是香港的網上論壇之一，於2003年成立，由[ORG]營運，主要收入來自廣告。目前討論區所使用的系統是Discuz!6。截至2018年6月14日，它被評為香港第六大訪量最高的網站。[3]   ,['Media']
"[ORG] is a Japanese retail chain of consumer electronics stores. It currently has 20 stores, some of which are located at the west exit of Shinjuku Station.",['Retail & Distribution']
"[ORG] is based in Santa Clara, California. They make graphical processing technologies for computers and mobile devices like smartphones. The company supplies electronic chips for motherboard chipsets, smartphone graphic controllers, graphics processing units, and game consoles. Nvidia product lines include: GeForce, Quadro, and nForce (chipsets).   ","['Technological Hardware', 'Software']"
"[ORG] is a trading company specializing in electric wires and wiring devices, located in Tatebori, Nishi-ku, Osaka City, Osaka Prefecture.",['Capital Goods']
"[ORG] is a company based in Minato, Tokyo, primarily engaged in the advertising agency business.",['Media']
"[ORG] is a joint venture computer manufacturer under Lenovo, in partnership with the Fujitsu Group and the Development [ORG]. The abbreviation is FCCL.",['Technological Hardware']
[ORG] is an Italian online fashion retailer created on 5 October 2015 after the merger between Yoox Group and Net-a-porter Group (NAP).,['Retail & Distribution']
" [ORG] is a pharmaceutical company headquartered in Tokyo, Osaka and Naruto, Japan. The company was established August 10, 1964.   ",['Medical']
